*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
J6o,-3.51057,-3.53875,-3.56693,-2.03704,-2.09548,-2.04061,-1.98669,-1.17671,-1.92693,-1.19514,-1.66623,-3.23723,-1.02326,-3.30014,-4.83912,-1.25179,-0.874961,-0.948553,-2.74055,-1.65253,-0.966027,-1.09126,-3.48423,-0.963523,-2.50262,-4.80093,-0.500851,-1.64035,-1.01656,-0.754795,-1.61989,-2.55935,-2.95999,-1.15829,-0.732383,-2.55134,-0.961891,-0.709964,-4.76742,-2.72206,-1.86999,-4.64963,-1.08357,-0.976885,-1.10929,-0.685059,-3.17635,-0.412326,-1.79437,-1.60923,-2.54927,-1.02891,-1.71849,-0.752196,-0.999975,-2.9384,-3.15744,-2.59784,-1.6342,-0.729777,-0.974248,-4.62238,-0.707358,0.138245,-0.88347,-0.318365,-1.59927,-2.76563,-1.86437,-2.80836,-0.684939,-0.764572,0.223545,-1.78875,-0.727888,-0.742153,-2.59282,1.01159,-2.43649,-1.71288,-4.59726,-0.719734,0.167412,0.309432,-0.0709439,-1.63671,-0.218922,-0.697322,-1.9078,0.287336,1.28251,-1.93767,-1.83218,0.2533,0.298036,1.17513,0.303576,-1.75631,1.10286,0.199538,1.55529,0.027668,1.08526,0.310772,-1.68013,0.648095,1.32878,0.633802,1.37563,0.997679,1.36466,4.28885,0.580604,0.640746,0.930561,1.38385,1.20323,0.651383,0.512987,3.9991,1.40867,2.65191,0.656304,0.448278,2.6075,0.642409,3.71655,0.714821,0.588692,2.4369,2.6319,0.653053,3.50043,0.523978,2.66861,0.568651,2.22103,0.790449,0.664791,2.68039,2.01454,0.654596,0.600076,2.6374,2.71023,0.656126,0.866367,2.46451,2.67411,0.665094,2.25801,0.676579,2.39019,2.95472,0.743987,0.942588,2.70942,0.752974,2.67874,2.50292,2.67043,3.20024,0.765692,2.70073,2.74934,2.95219,3.44688,2.98249,3.02502
96s,-2.84282,-2.83258,-2.85362,-2.88315,-2.98599,-1.62793,-1.59463,-0.829379,-1.54077,-0.827714,-0.846982,-2.00923,-0.854247,-2.00669,-2.06836,-0.865445,-0.577527,-1.23094,-2.09771,-0.884713,-0.661668,-0.891972,-2.13008,-0.661643,-3.46239,-2.19173,-0.0984038,-0.936987,-1.21644,-0.4606,-1.19952,-1.4896,-2.22108,-0.944251,-0.410847,-1.48949,-0.637581,-0.410822,-2.3599,-3.42205,-0.866036,-3.36458,-1.20353,-0.655233,-1.01127,-0.386715,-2.38927,0.0407698,-0.703353,-1.16753,-1.41508,-0.700123,-0.702429,-0.438674,-1.27032,-3.38675,-2.60284,-1.47171,-0.622134,-0.388914,-0.647309,-3.26758,-0.388889,-1.22724,-0.761797,0.0770526,-1.15449,-1.61486,-0.798335,-3.60911,-0.367196,-0.447761,-0.813675,-0.635651,-0.70899,-0.398008,-1.44897,-3.48454,-1.81161,-0.634727,-3.2325,-0.397983,-0.688742,-0.760861,-1.12465,-0.5622,0.164484,-0.376289,-0.829932,-0.45551,-1.97701,-1.64573,-0.667249,-0.545449,-0.405756,-1.15904,-0.405731,-0.666306,-1.85328,0.428525,-1.81112,-3.14106,0.0117832,-0.384038,-0.593797,-0.433056,-0.855252,-0.395739,-1.39242,1.11656,-0.692569,-3.26945,0.416512,-0.395714,1.03505,-0.691626,1.78262,-0.374014,0.762137,0.258617,-0.619117,-0.79249,0.451192,0.697791,-0.667551,0.454412,4.0882,0.755557,0.838014,1.7083,-0.666627,0.461566,3.82335,0.773668,-0.594099,0.776176,2.8191,0.838256,0.91139,1.82657,2.61579,0.901939,0.847045,1.83699,2.80254,0.832151,0.842946,3.0595,1.86219,0.828632,2.85619,0.921081,2.85547,3.0769,0.917166,0.912815,3.29383,0.913672,3.26636,3.09051,3.03401,3.09186,0.916896,3.02854,3.3272,3.30457,3.32019,3.2991,3.30895
J2s,-3.17722,-3.17652,-3.20232,-1.79926,-1.79851,-1.72926,-1.66088,-1.0368,-1.62102,-1.05454,-1.47074,-2.67099,-0.877171,-2.73008,-4.24536,-1.09172,-1.52695,-0.790457,-2.16699,-1.43488,-0.792812,-0.925258,-2.84725,-0.797327,-1.8909,-4.13287,-1.50519,-1.42182,-0.838545,-0.835491,-0.759838,-1.89671,-2.31783,-0.990176,-0.830345,-1.9087,-0.77116,-0.825205,-4.09712,-2.04172,-2.03116,-1.7885,-0.903463,-0.792587,-0.933836,-1.37153,-2.52491,-1.45454,-2.01383,-0.770773,-1.82762,-0.836078,-1.99616,-0.789202,-0.834014,-2.24882,-2.62815,-1.89362,-3.92528,-0.784056,-0.787766,-1.82398,-0.778916,0.26776,-0.713902,-1.39815,-0.782863,-2.0347,-1.88498,-2.30699,-1.34196,-0.801286,0.333034,-1.86765,-0.572473,-0.796147,-1.88077,1.28952,-1.92034,-1.84999,-1.86514,-0.791001,0.267148,0.393736,-0.382562,-3.83468,-0.592815,-1.33195,-1.92615,-0.2486,1.49557,-1.46421,-1.90881,0.327856,-0.135297,0.478745,-0.120834,-1.89115,1.28956,0.264799,1.68759,-0.850412,0.412865,0.0117096,-3.80956,0.552156,-0.419171,0.55476,1.48157,0.349808,-0.0513724,1.95462,0.486276,0.576806,0.279544,-0.00439813,1.2842,1.3242,0.420172,1.74861,0.258988,2.18404,0.561024,0.335963,2.19249,0.564003,1.55123,0.317914,0.494926,1.97802,2.26348,1.30806,1.3336,0.410717,4.76618,0.321205,1.77089,0.392674,0.570042,2.21446,1.50844,1.29088,0.485839,2.22436,1.44982,0.39634,0.467797,2.00733,4.71504,0.418536,1.74486,1.2861,1.456,1.68626,1.13258,1.22552,2.24521,1.15651,4.66023,1.98276,1.6939,1.92414,1.18088,1.76453,4.64613,4.14507,4.44993,4.22291,4.30216
Q2o,-3.62834,-3.62766,-2.0725,-2.14737,-2.13907,-2.0647,-1.99087,-1.25443,-1.94791,-1.75801,-1.0699,-3.49579,-1.07515,-5.13997,-2.89567,-1.72073,-1.8991,-0.98581,-2.91317,-1.11898,-0.988166,-1.12423,-5.02263,-0.991179,-2.62528,-3.05067,-1.86894,-1.17954,-1.03489,-1.04673,-0.974565,-2.63047,-3.06817,-1.12533,-1.04144,-2.63754,-0.965782,-1.03615,-3.38166,-2.78028,-2.82018,-2.58582,-1.01613,-0.98613,0.0776758,-1.66673,-3.20975,-1.81245,-2.80204,-0.985597,-2.55813,-0.879801,-2.78357,-0.999186,0.16592,-2.85955,0.815248,-2.62124,-4.80462,-0.993892,-0.715959,-2.62215,-0.988598,0.0917463,0.23257,-1.74948,-0.548443,-2.42182,-2.66877,1.09742,-1.63613,-0.393543,0.158396,-2.65064,0.294014,-0.270756,-1.89423,0.856464,1.30955,-2.63216,-1.35631,-0.255322,0.0917776,0.21984,0.372692,-4.71103,-0.784727,-0.0709381,-0.858235,0.37429,1.06859,1.5055,-0.460882,0.153222,0.397256,0.298512,0.420617,-0.411153,0.854641,0.104489,1.26452,1.75831,0.228636,1.30515,0.027408,0.375098,1.76065,0.377886,1.05059,0.162531,1.83563,1.51736,0.305215,0.401247,0.0879561,1.91216,0.894465,1.28331,0.239117,1.29271,4.70742,1.76296,0.382991,0.167161,1.77196,0.386174,1.07996,0.124843,0.316893,1.53831,1.84849,1.26327,0.842612,0.244937,4.63591,0.149563,1.32556,0.202625,0.395063,1.79058,1.09628,1.24699,0.323107,1.80111,0.956561,0.227746,0.280796,1.57784,4.57263,0.251258,1.34855,1.2609,1.03623,1.20883,1.09201,1.17021,1.83163,1.11806,4.52125,1.60234,1.29002,1.46263,1.14456,1.36621,4.56789,4.01839,4.27292,4.10263,4.18839
T5s,-3.0825,-3.0818,-3.10776,-3.13261,-1.75752,-1.68276,-1.6325,-0.977904,-1.57714,-0.995758,-1.01361,-2.48014,-1.40651,-2.53961,-2.59907,-1.03317,-1.51665,-0.757493,-4.03443,-1.05102,-0.774485,-1.37119,-2.65751,-0.77446,-1.7849,-2.71696,-0.649815,-1.10536,-0.805511,-1.3418,-0.756914,-1.83916,-3.92359,-1.35881,-0.605738,-1.83904,-0.752698,-0.584038,-2.89148,-1.93548,-3.82818,-1.7826,-0.870837,-0.76969,-1.3478,-0.562344,-3.88994,-0.180415,-1.31987,-0.767258,-1.76963,-0.818024,-1.24781,-1.31204,-0.931632,-2.14388,-3.86051,-1.82385,-1.1753,-0.547802,-0.764839,-1.81589,-0.526108,-0.818149,-0.878819,-0.0949442,-0.779419,-1.97801,-3.73701,-2.33792,-0.504408,-1.30197,-0.699328,-1.13771,-0.825634,-0.559962,-1.81093,-2.25492,-2.17205,-1.06567,-1.85731,-0.538269,0.298771,-0.563811,-0.772449,-0.993144,-0.0045436,-0.516575,-3.71172,-1.28286,-1.87367,-2.00497,-1.17915,0.381342,-0.567598,-0.398013,-0.545898,-1.10709,1.38512,0.327969,-1.43801,-1.8378,0.464478,-0.524204,-1.03456,0.0117832,-3.65767,0.247857,1.64452,0.411098,-1.20622,-0.903139,1.18662,0.259291,0.359918,-1.13416,1.47503,0.2649,1.1051,1.90571,-1.06164,0.258815,0.815566,1.02551,1.16706,0.802671,1.73622,0.96455,0.751208,4.32366,1.20596,0.810237,1.57373,0.686636,1.22608,0.742567,4.05879,0.624874,0.824867,3.0004,3.80037,0.812349,0.760295,2.96152,3.60279,0.812366,0.698539,2.79705,2.98839,0.813662,2.59292,0.834332,2.75984,2.39778,0.882429,0.772569,3.03214,0.898696,2.99483,2.82802,2.98759,2.63287,0.908386,2.98167,3.0647,3.21649,2.86956,3.25224,3.28449
J5o,-3.48444,-3.48374,-3.51184,-2.00871,-2.08866,-1.99864,-1.9395,-1.17118,-1.87993,-1.18956,-1.66623,-3.22421,-1.02643,-3.2869,-4.84244,-1.22762,-1.8144,-0.93107,-2.75567,-1.62948,-0.94521,-1.07581,-3.40766,-0.945185,-2.45061,-4.72675,-0.840757,-1.61708,-0.980463,-1.62341,-0.927199,-2.4964,-2.91164,-1.14263,-0.78702,-2.49649,-0.922686,-0.764678,-4.69256,-2.60658,-4.66426,-2.43801,-1.04727,-0.94011,-1.09118,-0.742329,-3.1273,-0.420719,-1.97422,-0.937608,-2.42358,-0.989491,-1.89859,-1.59262,-0.982014,-2.82224,-3.09933,-2.48009,-1.82268,-0.727477,-0.935004,-2.47191,-0.705128,0.0974689,-0.865683,-0.327064,-0.949945,-2.63926,-4.5701,-2.75068,-0.68278,-1.5827,0.185135,-1.78544,-0.710397,-0.739814,-2.46699,0.878846,-2.3794,-1.70983,-2.5152,-0.717466,0.145879,0.270752,-0.515404,-1.63389,-0.227934,-0.695124,-4.54506,-0.0707833,1.15703,-1.88156,-1.82873,0.231489,0.147362,0.356766,0.15921,-1.75312,1.03001,0.181302,1.42894,-1.25367,0.317504,0.164686,-1.67718,1.25459,0.0275808,0.64933,1.30192,0.267316,0.875574,1.70224,1.16501,0.656252,0.23241,0.915376,1.14084,0.663571,1.07442,1.57522,0.934567,4.5443,0.671798,0.987524,2.65405,0.660545,1.41413,0.921034,0.606991,4.25562,2.67839,0.667864,1.30317,0.543294,2.70421,0.709589,3.96322,0.497494,0.682856,2.72683,3.68278,0.669403,0.619152,2.69209,3.46873,0.785277,0.573352,2.51975,2.71792,0.681015,2.31656,0.695407,2.69092,2.17176,0.861258,0.649614,2.76388,0.768612,2.72253,2.5607,2.93567,2.41589,0.778005,2.75192,2.80634,3.18153,2.66152,3.03279,3.06442
T4s,-3.07291,-3.07222,-3.0981,-3.12287,-1.75205,-1.71365,-1.63145,-0.977084,-1.57137,-0.994882,-1.01268,-2.47956,-1.40924,-2.53883,-2.59809,-1.03218,-1.51106,-0.76441,-4.04429,-1.04997,-0.761892,-1.37378,-2.65637,-0.75881,-1.80842,-2.71563,-1.44592,-1.10414,-0.812279,-0.800269,-0.743724,-1.80073,-3.93301,-1.36118,-1.3376,-1.79081,-0.740179,-0.584827,-2.8896,-1.95853,-1.92135,-1.74228,-0.8774,-0.754055,-1.34995,-0.563195,-3.89869,-0.625372,-3.81551,-0.754036,-1.7314,-0.8053,-1.25227,-0.753466,-0.938005,-2.16628,-3.86859,-1.77566,-1.17998,-1.30793,-0.749218,-1.77545,-0.527073,-0.819228,-0.865898,-0.094675,-0.766158,-1.93915,-1.77354,-2.35971,-0.505447,-0.765588,-0.70059,-3.72462,-0.809823,-1.29789,-1.76279,-2.25939,-2.13258,-1.0707,-1.81676,-0.539195,0.25823,-0.565311,-0.756805,-0.998396,-0.00456695,-0.517569,-1.81483,-0.773193,-1.87875,-1.95622,-3.69942,0.342948,-1.27883,-0.399839,-0.546807,-1.11199,1.26037,0.305209,-1.44388,-1.78957,0.425823,-0.525175,-1.03969,-0.223588,-1.84182,0.0117463,1.52634,0.388078,-3.64554,-0.910092,0.510265,0.146753,0.340116,-1.13898,1.40486,0.159214,0.472526,1.78671,-1.06668,-0.339872,1.26955,0.424564,0.258343,0.794982,1.66523,0.390991,1.18829,2.05199,0.839925,0.802518,1.5127,1.10599,0.882522,0.957012,1.93049,1.02704,0.817109,4.59268,1.77797,0.807029,0.755145,2.93608,1.6716,0.631317,0.694233,4.32865,2.96288,0.809977,4.06126,0.828943,3.57728,3.80484,0.705115,0.768031,3.00648,0.879834,2.9767,2.81041,2.4187,2.61792,0.905522,2.97874,3.04635,2.65464,2.85386,3.20693,3.27415
97o,-3.10617,-3.09355,-3.12565,-3.23398,-3.37035,-1.80535,-1.89545,-0.961626,-0.716723,-0.981453,-0.970641,-2.54945,-0.979392,-2.61379,-2.58941,-1.01383,-0.334033,-1.41369,-2.62824,-1.00303,-0.791975,-1.01177,-2.72117,-1.38831,-4.02971,-2.69679,-0.220832,-1.07245,-1.39653,-0.578616,-0.57919,-2.02487,-2.7356,-1.0792,-0.527962,-3.90568,-0.760971,-0.527899,-2.92064,-3.97997,-1.3095,-1.31832,-1.47845,-1.35158,-1.14006,-0.503073,-2.95336,-0.0704208,-1.13715,-0.571631,-1.92673,-0.827663,-1.13649,-0.53808,-1.43692,-4.24913,-3.14945,-3.79325,-1.05235,-0.487426,-1.32875,-1.29681,-0.487363,-1.46108,-0.885441,-0.0320284,-0.583489,-2.14215,-1.18096,-4.1293,-0.462537,-0.549939,-0.938969,-1.00861,-1.37925,-0.499284,-3.72365,-4.22262,-2.32815,-1.00796,-1.33564,-0.499221,-0.852813,-1.41608,-0.560876,-0.923801,0.0649173,-0.474396,-1.2198,-0.54255,-2.50014,-3.90209,-1.04745,-0.0706856,-0.491896,-0.601116,-0.491833,-1.04679,-2.36194,1.05515,-4.03756,-1.27673,0.489243,-0.467007,-0.962648,-0.51838,-1.20736,-0.480467,0.0275808,0.605182,-1.03499,-1.40739,0.500558,-0.480403,0.749839,-1.03435,3.88713,-0.455578,0.660659,1.96851,-0.950184,-1.14364,0.522818,0.764941,-1.00965,0.526444,2.49504,0.671805,0.738982,2.00945,-1.009,0.548771,2.81814,0.852416,-0.924842,0.643511,2.67081,0.75072,0.814575,2.08678,2.87162,0.825135,0.857612,2.09797,2.70362,0.701188,0.823836,2.92165,2.17211,0.713311,3.16016,0.933201,2.61524,2.95624,0.790733,0.913381,3.16484,0.802875,3.20216,3.1755,2.80038,3.19132,0.806266,2.84651,3.4203,3.08747,3.47841,3.1336,3.14379
86s,-2.67946,-2.71803,-2.70783,-2.73727,-2.83488,-2.95674,-1.5515,-0.751762,-1.53085,-0.750102,-0.769309,-1.76948,-0.776551,-1.76685,-1.8283,-0.797839,-0.529076,-0.755684,-1.85757,-0.817046,-1.15256,-0.807887,-1.91731,-0.590265,-1.79607,-1.97879,-0.0667565,-0.854064,-0.783731,-0.403201,-1.111,-3.21036,-1.95605,-0.844905,-0.366666,-1.27185,-1.1309,-0.314662,-2.09995,-1.88401,-0.691865,-3.07946,-0.820404,-0.607881,-0.912063,-0.314637,-2.07723,0.0452467,-0.571715,-1.10235,-3.14535,-1.11714,-0.401441,-0.40535,-0.88223,-2.0041,-2.2912,-1.32808,-0.40005,-0.368814,-0.582935,-3.05666,-0.319211,-0.934403,-1.18295,0.185826,-1.07116,-3.10726,-0.69833,-2.20131,-0.319192,-0.39802,-1.13245,-0.578161,-0.644047,-0.361485,-1.25089,-2.36797,-3.32649,-0.41563,-2.96209,-0.311881,-1.13028,-0.693951,-1.04141,-0.41424,0.223565,-0.311862,-0.677713,-0.405745,-3.17841,-1.44584,-0.557563,-0.726966,-0.369209,-1.07416,-0.319605,-0.395013,-3.18753,-0.538694,-1.60522,-2.87094,-1.08174,-0.31958,-0.393623,-0.378487,-0.702954,-0.356755,-1.7102,0.0117463,-0.582785,-2.99365,-0.398659,-0.307157,1.01206,-0.420254,-1.37797,-0.307132,0.409964,-3.03567,-0.418863,-0.624733,-0.315164,0.708761,-0.54997,-0.277964,0.257807,0.725901,0.444216,-0.690099,-0.387439,-0.277939,3.74721,0.7839,-0.386049,0.771195,1.68051,0.758852,0.467704,-0.425986,2.64329,0.471049,0.859909,-0.301099,2.70454,0.847787,0.841363,1.79741,-0.299709,0.844147,2.88139,0.933425,2.83202,2.81736,0.918904,0.846122,1.87961,0.900323,1.89073,3.1225,3.07486,3.09135,0.913666,3.06903,3.35767,3.30228,3.10684,3.24859,3.29695
J4o,-3.51504,-3.51434,-3.54235,-2.02306,-2.08233,-2.04579,-1.95699,-1.19045,-1.89225,-1.20878,-1.69135,-3.28806,-1.02563,-3.35057,-4.92458,-1.24672,-1.82692,-0.956902,-2.75466,-1.65447,-0.953458,-1.07486,-3.47093,-0.950159,-2.53339,-4.80847,-1.8099,-1.64184,-1.00614,-1.01287,-0.932229,-2.52211,-2.91015,-1.14145,-1.62853,-2.51148,-0.931004,-0.785596,-4.77361,-2.68887,-2.71515,-2.45318,-1.07274,-0.9451,-1.09178,-0.763318,-3.12515,-0.82109,-4.682,-0.942605,-2.44953,-0.997599,-1.96787,-0.964801,-1.00239,-2.90387,-3.10202,-2.49513,-1.89217,-1.59784,-0.940009,-2.48697,-0.726234,0.0969678,-0.871282,-0.359519,-0.954903,-2.66453,-2.56208,-2.81588,-0.703962,-0.977106,0.184358,-4.58813,-0.714797,-1.58794,-2.48207,0.875557,-2.39652,-1.77968,-2.53012,-0.738539,0.0885593,0.269706,-0.525502,-1.70398,-0.260701,-0.716261,-2.60523,-0.375068,1.15298,-1.89471,-4.56317,0.176534,-0.070674,0.35545,0.0278083,-1.82283,0.846863,0.14055,1.42403,-1.28538,0.262278,0.0407981,-1.74714,0.433496,-0.802124,1.25042,1.126,0.226294,0.0274941,1.69648,0.340317,0.653995,0.194093,0.489266,1.00926,0.661291,0.301065,1.39845,0.533029,1.94728,1.24176,0.251444,4.53017,0.633892,1.28169,0.217068,1.15146,1.64925,2.66939,0.641188,1.17915,1.06484,2.69513,0.897357,1.52177,0.998561,0.656176,4.5037,1.36242,0.645348,0.595262,2.60631,1.25318,0.460317,0.549606,4.21237,2.63206,0.790195,3.93283,0.671277,3.38984,3.71943,0.536333,0.625621,2.67799,0.865951,2.64486,2.48354,2.05041,2.33918,0.769734,2.95068,2.7284,2.29527,2.58404,3.19577,3.03654
T6o,-3.3337,-3.3618,-3.38989,-3.4208,-1.94676,-1.98868,-1.93612,-1.09234,-1.87816,-1.11073,-1.13058,-2.96983,-1.57927,-3.03253,-3.09689,-1.16719,-0.80339,-0.870632,-4.56142,-1.18705,-0.888057,-1.56561,-3.21604,-0.888038,-2.26192,-3.2804,-0.343083,-1.24253,-0.938055,-0.654147,-1.52097,-2.31849,-4.52335,-1.55347,-0.654084,-2.3186,-0.883934,-0.631742,-3.46084,-2.47947,-1.54663,-4.33322,-1.00486,-0.901359,-1.63738,-0.606916,-4.48997,-0.306913,-1.54623,-1.51035,-2.30844,-0.950745,-1.4706,-0.651549,-1.06711,-2.69513,-4.7652,-2.36496,-1.38657,-0.651486,-0.896252,-4.30606,-0.629144,-0.988534,-1.01299,-0.216047,-1.50042,-2.5241,-1.54103,-2.89625,-0.606796,-0.663893,-0.872785,-1.54063,-0.958506,-0.66383,-2.35185,-2.77993,-2.72522,-1.465,-4.28102,-0.641481,0.209601,-0.718232,-1.46797,-1.38907,-0.120085,-0.619133,-1.58432,-0.670941,-2.41043,-2.55296,-1.58392,0.295029,-0.670878,-0.0707203,-0.64853,-1.50829,1.23064,0.23959,-1.91481,-4.18077,1.12477,-0.626181,-1.43236,0.325636,-1.60768,0.328917,1.50196,1.03569,-1.60726,0.0275808,0.637214,0.33444,0.9484,-1.53165,1.32407,0.341612,0.570452,4.12182,-1.45572,1.45176,0.712403,0.505545,1.46174,0.698553,3.83417,0.755258,0.645642,2.60862,1.48088,0.709163,3.55255,0.578257,1.50562,0.584511,2.39552,0.760322,0.7215,2.8504,2.18846,0.711338,0.654115,2.80755,2.84387,0.67171,0.835806,2.63728,2.84416,0.674616,2.42213,0.730377,2.4382,2.85877,0.759294,0.911589,2.88142,0.762213,2.85084,2.66627,2.71756,3.10292,0.774897,2.72634,2.91191,2.99843,3.3482,3.00721,3.04959
95s,-2.97456,-2.93779,-2.95877,-2.98353,-3.01074,-1.68353,-1.6254,-0.90197,-1.57171,-0.900316,-0.915051,-2.23991,-0.934258,-2.23738,-2.28686,-0.920106,-1.51326,-1.31922,-2.34832,-0.934847,-0.729447,-0.954055,-2.30105,-0.729422,-3.75184,-2.35052,-0.605821,-0.986957,-1.28311,-1.27866,-0.71433,-1.70263,-2.41197,-1.00616,-0.538061,-1.70252,-0.687618,-0.538042,-2.51816,-3.63842,-3.62379,-1.65397,-1.26999,-0.705209,-1.05985,-0.51641,-2.57963,-0.0735787,-1.10689,-0.70519,-1.569,-0.749964,-1.10597,-1.22785,-1.25005,-3.60244,-2.75211,-1.62546,-1.03367,-0.460855,-0.697316,-1.62525,-0.46083,-1.31088,-0.811164,-0.0374096,-0.714255,-1.76816,-3.46352,-3.54471,-0.439204,-1.21484,-0.865742,-0.863417,-0.758515,-0.46992,-1.60278,-3.74798,-1.96349,-0.862478,-1.65675,-0.469895,-0.691189,-0.813093,-0.705497,-0.790196,0.0497384,-0.448269,-3.42854,-1.19721,-2.13771,-1.79812,-0.894897,-0.556478,-0.478127,-0.760075,-0.478102,-0.893977,-1.85493,0.347295,-1.97234,-1.63147,-0.391715,-0.456476,-0.821676,-1.15158,-3.37915,-0.478941,-1.42179,0.429983,-0.923784,-1.80569,0.0117463,-0.478916,0.377153,-0.922863,1.53038,-0.457291,1.10922,-0.890175,-0.850581,-3.23752,0.285421,1.02834,-0.92711,0.288442,1.79015,0.949024,0.784232,0.258005,-0.92619,0.294033,1.62234,0.720457,-0.853889,0.757677,4.0703,0.658518,0.857372,1.28863,3.80743,0.844893,0.793604,1.29845,3.54988,0.762366,0.729259,2.89323,1.31851,0.808789,2.69166,0.867402,2.81369,2.496,0.832017,0.803063,3.12682,0.893557,3.08965,2.92526,2.82859,2.72185,0.896771,2.96433,3.1612,3.05621,2.95779,3.23402,3.24383
T3s,-3.10132,-3.10064,-3.12644,-3.15112,-1.76532,-1.70837,-1.67505,-0.99571,-1.58805,-1.01345,-1.03119,-2.54061,-1.43307,-2.5997,-2.65879,-1.05063,-1.52304,-0.764634,-4.12311,-1.06837,-0.786055,-1.39747,-2.71687,-0.766639,-1.81122,-2.77594,-1.45811,-1.12237,-0.812353,-0.804915,-0.748546,-1.87726,-4.01139,-1.38466,-0.80489,-1.81555,-0.764409,-1.34248,-2.94938,-1.96088,-1.93593,-1.75741,-0.877271,-0.761899,-1.37321,-0.583113,-3.97641,-1.41522,-1.93534,-0.758826,-1.80817,-0.829327,-3.83209,-0.758258,-0.937686,-2.16796,-3.94561,-1.80047,-1.24498,-0.758233,-0.757077,-1.7905,-1.31291,-0.82044,-0.889736,-0.605578,-0.77091,-2.01525,-1.78857,-2.36079,-0.525914,-0.770348,-0.719344,-1.78799,-0.817493,-0.770323,-1.78762,-2.26416,-2.20809,-3.74149,-1.83166,-1.3029,0.257399,-0.570703,-0.761586,-1.06514,-0.0346979,-0.537998,-1.82973,-0.77793,-1.93938,-1.98044,-1.82915,0.341858,-0.777905,-0.404215,-1.28391,-3.71637,1.25626,0.252409,-1.46082,-1.80455,0.424468,-0.54558,-1.1063,-0.234253,-1.85664,-0.122876,1.52139,0.337424,-1.85606,-0.923663,0.508646,0.0117096,0.302632,-3.66265,1.24257,0.144253,0.421602,1.78095,-1.13321,-0.374023,0.583881,0.386817,-0.0127588,1.26559,1.50949,0.355741,0.496837,2.0454,0.258108,0.799994,1.3974,0.458998,0.833593,0.361661,1.77392,0.411591,1.25889,2.28324,1.66183,0.782439,1.17684,4.57948,1.56315,1.02835,1.09814,2.01178,2.95356,1.03149,1.88993,0.804284,1.57997,1.73907,0.683241,0.745961,4.55895,0.686389,2.89945,4.2924,3.80993,4.03678,0.884112,3.81948,2.96888,2.58576,2.78436,2.5952,3.2201
